m,TagName,
"2016-11-01 00:00:00","ruby","1760"
"2016-11-01 00:00:00","c++","6100"
"2016-11-01 00:00:00","php","12005"
"2016-11-01 00:00:00","r","3565"
"2016-11-01 00:00:00","go","478"
"2016-11-01 00:00:00","perl","387"
"2016-11-01 00:00:00","swift","4369"
"2016-12-01 00:00:00","assembly","314"
"2016-12-01 00:00:00","java","13872"
"2016-12-01 00:00:00","r","3151"
"2016-12-01 00:00:00","delphi","252"
"2016-12-01 00:00:00","perl","351"
"2016-12-01 00:00:00","javascript","19839"
"2016-12-01 00:00:00","c","2801"
"2016-12-01 00:00:00","c#","10734"
"2016-12-01 00:00:00","php","11515"
"2016-12-01 00:00:00","go","498"
"2016-12-01 00:00:00","ruby","1629"
"2016-12-01 00:00:00","python","13081"
"2016-12-01 00:00:00","c++","5250"
"2016-12-01 00:00:00","swift","3946"
"2017-01-01 00:00:00","assembly","307"
"2017-01-01 00:00:00","c++","5666"
"2017-01-01 00:00:00","java","14612"
"2017-01-01 00:00:00","c#","11743"
"2017-01-01 00:00:00","delphi","285"
"2017-01-01 00:00:00","javascript","21450"
"2017-01-01 00:00:00","c","2765"
"2017-01-01 00:00:00","go","562"
"2017-01-01 00:00:00","php","12674"
"2017-01-01 00:00:00","ruby","1825"
"2017-01-01 00:00:00","perl","346"
"2017-01-01 00:00:00","swift","4348"
"2017-01-01 00:00:00","python","14315"
"2017-01-01 00:00:00","r","3498"
"2017-02-01 00:00:00","python","14811"
"2017-02-01 00:00:00","java","14607"
"2017-02-01 00:00:00","assembly","302"
"2017-02-01 00:00:00","javascript","21219"
"2017-02-01 00:00:00","c","2735"
"2017-02-01 00:00:00","c#","11536"
"2017-02-01 00:00:00","perl","419"
"2017-02-01 00:00:00","ruby","1632"
"2017-02-01 00:00:00","delphi","304"
"2017-02-01 00:00:00","c++","5193"
"2017-02-01 00:00:00","php","12574"
"2017-02-01 00:00:00","swift","4073"
"2017-02-01 00:00:00","go","556"
"2017-02-01 00:00:00","r","3685"
"2017-03-01 00:00:00","delphi","305"
"2017-03-01 00:00:00","assembly","373"
"2017-03-01 00:00:00","c++","6240"
"2017-03-01 00:00:00","c","2977"
"2017-03-01 00:00:00","c#","13034"
"2017-03-01 00:00:00","java","17351"
"2017-03-01 00:00:00","python","17163"
"2017-03-01 00:00:00","perl","428"
"2017-03-01 00:00:00","javascript","23751"
"2017-03-01 00:00:00","r","4606"
"2017-03-01 00:00:00","ruby","1791"
"2017-03-01 00:00:00","go","657"
"2017-03-01 00:00:00","swift","4627"
"2017-03-01 00:00:00","php","14129"
"2017-04-01 00:00:00","c#","11132"
"2017-04-01 00:00:00","c","2866"
"2017-04-01 00:00:00","c++","5897"
"2017-04-01 00:00:00","python","15674"
"2017-04-01 00:00:00","javascript","21281"
"2017-04-01 00:00:00","go","509"
"2017-04-01 00:00:00","php","12484"
"2017-04-01 00:00:00","assembly","318"
"2017-04-01 00:00:00","ruby","1490"
"2017-04-01 00:00:00","java","15973"
"2017-04-01 00:00:00","swift","3929"
"2017-04-01 00:00:00","delphi","264"
"2017-04-01 00:00:00","r","4264"
"2017-04-01 00:00:00","perl","376"
"2017-05-01 00:00:00","delphi","319"
"2017-05-01 00:00:00","java","16382"
"2017-05-01 00:00:00","r","4327"
"2017-05-01 00:00:00","php","13092"
"2017-05-01 00:00:00","assembly","349"
"2017-05-01 00:00:00","c","2746"
"2017-05-01 00:00:00","perl","362"
"2017-05-01 00:00:00","c#","12032"
"2017-05-01 00:00:00","python","16212"
"2017-05-01 00:00:00","javascript","22426"
"2017-05-01 00:00:00","c++","5315"
"2017-05-01 00:00:00","go","589"
"2017-05-01 00:00:00","ruby","1521"
"2017-05-01 00:00:00","swift","4110"
"2017-06-01 00:00:00","javascript","21624"
"2017-06-01 00:00:00","perl","330"
"2017-06-01 00:00:00","c","2364"
"2017-06-01 00:00:00","go","576"
"2017-06-01 00:00:00","c#","11344"
"2017-06-01 00:00:00","assembly","242"
"2017-06-01 00:00:00","c++","4700"
"2017-06-01 00:00:00","python","16062"
"2017-06-01 00:00:00","java","14648"
"2017-06-01 00:00:00","r","4456"
"2017-06-01 00:00:00","ruby","1417"
"2017-06-01 00:00:00","delphi","246"
"2017-06-01 00:00:00","swift","4205"
"2017-06-01 00:00:00","php","11822"
"2017-07-01 00:00:00","c#","11242"
"2017-07-01 00:00:00","javascript","21654"
"2017-07-01 00:00:00","python","16953"
"2017-07-01 00:00:00","c","2058"
"2017-07-01 00:00:00","java","14182"
"2017-07-01 00:00:00","php","11834"
"2017-07-01 00:00:00","c++","5032"
"2017-07-01 00:00:00","assembly","222"
"2017-07-01 00:00:00","swift","4355"
"2017-07-01 00:00:00","ruby","1524"
"2017-07-01 00:00:00","delphi","207"
"2017-07-01 00:00:00","perl","341"
"2017-07-01 00:00:00","go","658"
"2017-07-01 00:00:00","r","4589"
"2017-08-01 00:00:00","java","13777"
"2017-08-01 00:00:00","delphi","290"
"2017-08-01 00:00:00","assembly","216"
"2017-08-01 00:00:00","c#","10996"
"2017-08-01 00:00:00","c","2054"
"2017-08-01 00:00:00","python","16505"
"2017-08-01 00:00:00","go","614"
"2017-08-01 00:00:00","c++","4807"
"2017-08-01 00:00:00","javascript","21397"
"2017-08-01 00:00:00","ruby","1395"
"2017-08-01 00:00:00","perl","368"
"2017-08-01 00:00:00","swift","4193"
"2017-08-01 00:00:00","r","4578"
"2017-08-01 00:00:00","php","11701"
"2017-09-01 00:00:00","assembly","228"
"2017-09-01 00:00:00","c#","9920"
"2017-09-01 00:00:00","c","2107"
"2017-09-01 00:00:00","python","15485"
"2017-09-01 00:00:00","java","12789"
"2017-09-01 00:00:00","delphi","263"
"2017-09-01 00:00:00","go","544"
"2017-09-01 00:00:00","c++","4483"
"2017-09-01 00:00:00","perl","317"
"2017-09-01 00:00:00","javascript","19027"
"2017-09-01 00:00:00","r","4228"
"2017-09-01 00:00:00","ruby","1224"
"2017-09-01 00:00:00","php","10751"
"2017-09-01 00:00:00","swift","3783"
"2017-10-01 00:00:00","javascript","19914"
"2017-10-01 00:00:00","c","2793"
"2017-10-01 00:00:00","c#","10278"
"2017-10-01 00:00:00","php","10879"
"2017-10-01 00:00:00","delphi","221"
"2017-10-01 00:00:00","assembly","334"
"2017-10-01 00:00:00","go","619"
"2017-10-01 00:00:00","python","16991"
"2017-10-01 00:00:00","java","14043"
"2017-10-01 00:00:00","ruby","1299"
"2017-10-01 00:00:00","c++","5235"
"2017-10-01 00:00:00","r","4547"
"2017-10-01 00:00:00","perl","343"
"2017-10-01 00:00:00","swift","3909"
"2017-11-01 00:00:00","delphi","200"
"2017-11-01 00:00:00","java","14219"
"2017-11-01 00:00:00","r","4521"
"2017-11-01 00:00:00","php","10645"
"2017-11-01 00:00:00","assembly","387"
"2017-11-01 00:00:00","c","2965"
"2017-11-01 00:00:00","perl","280"
"2017-11-01 00:00:00","c#","9851"
"2017-11-01 00:00:00","python","17026"
"2017-11-01 00:00:00","javascript","19445"
"2017-11-01 00:00:00","c++","5047"
"2017-11-01 00:00:00","go","655"
"2017-11-01 00:00:00","ruby","1178"
"2017-11-01 00:00:00","swift","3680"
"2017-12-01 00:00:00","assembly","248"
"2017-12-01 00:00:00","c++","4469"
"2017-12-01 00:00:00","c#","8649"
"2017-12-01 00:00:00","java","12012"
"2017-12-01 00:00:00","delphi","188"
"2017-12-01 00:00:00","javascript","17017"
"2017-12-01 00:00:00","go","530"
"2017-12-01 00:00:00","c","2202"
"2017-12-01 00:00:00","php","9195"
"2017-12-01 00:00:00","ruby","1023"
"2017-12-01 00:00:00","perl","246"
"2017-12-01 00:00:00","swift","3217"
"2017-12-01 00:00:00","python","14990"
"2017-12-01 00:00:00","r","3721"
"2018-01-01 00:00:00","python","16294"
"2018-01-01 00:00:00","assembly","254"
"2018-01-01 00:00:00","java","12373"
"2018-01-01 00:00:00","javascript","18975"
"2018-01-01 00:00:00","c#","9449"
"2018-01-01 00:00:00","c","2226"
"2018-01-01 00:00:00","c++","4773"
"2018-01-01 00:00:00","ruby","1165"
"2018-01-01 00:00:00","swift","3761"
"2018-01-01 00:00:00","perl","253"
"2018-01-01 00:00:00","delphi","195"
"2018-01-01 00:00:00","php","10187"
"2018-01-01 00:00:00","go","545"
"2018-01-01 00:00:00","r","4206"
"2018-02-01 00:00:00","java","12074"
"2018-02-01 00:00:00","delphi","214"
"2018-02-01 00:00:00","assembly","282"
"2018-02-01 00:00:00","c#","8620"
"2018-02-01 00:00:00","c","2153"
"2018-02-01 00:00:00","python","16377"
"2018-02-01 00:00:00","go","584"
"2018-02-01 00:00:00","c++","4590"
"2018-02-01 00:00:00","javascript","17255"
"2018-02-01 00:00:00","ruby","1032"
"2018-02-01 00:00:00","perl","244"
"2018-02-01 00:00:00","swift","3418"
"2018-02-01 00:00:00","r","4512"
"2018-02-01 00:00:00","php","9194"
"2018-03-01 00:00:00","assembly","318"
"2018-03-01 00:00:00","javascript","19197"
"2018-03-01 00:00:00","c#","9847"
"2018-03-01 00:00:00","c","2480"
"2018-03-01 00:00:00","python","17953"
"2018-03-01 00:00:00","c++","5209"
"2018-03-01 00:00:00","delphi","218"
"2018-03-01 00:00:00","go","613"
"2018-03-01 00:00:00","perl","302"
"2018-03-01 00:00:00","ruby","1064"
"2018-03-01 00:00:00","java","13598"
"2018-03-01 00:00:00","php","9908"
"2018-03-01 00:00:00","r","5107"
"2018-03-01 00:00:00","swift","4076"
"2018-04-01 00:00:00","java","13532"
"2018-04-01 00:00:00","assembly","321"
"2018-04-01 00:00:00","c","2202"
"2018-04-01 00:00:00","c#","9290"
"2018-04-01 00:00:00","javascript","17992"
"2018-04-01 00:00:00","php","8990"
"2018-04-01 00:00:00","c++","4677"
"2018-04-01 00:00:00","delphi","204"
"2018-04-01 00:00:00","perl","267"
"2018-04-01 00:00:00","python","17016"
"2018-04-01 00:00:00","r","4740"
"2018-04-01 00:00:00","go","623"
"2018-04-01 00:00:00","ruby","989"
"2018-04-01 00:00:00","swift","3584"
"2018-05-01 00:00:00","assembly","298"
"2018-05-01 00:00:00","c#","9987"
"2018-05-01 00:00:00","c++","4702"
"2018-05-01 00:00:00","python","17611"
"2018-05-01 00:00:00","go","635"
"2018-05-01 00:00:00","javascript","18101"
"2018-05-01 00:00:00","c","2378"
"2018-05-01 00:00:00","java","13506"
"2018-05-01 00:00:00","delphi","193"
"2018-05-01 00:00:00","ruby","1036"
"2018-05-01 00:00:00","perl","256"
"2018-05-01 00:00:00","swift","3632"
"2018-05-01 00:00:00","php","9525"
"2018-05-01 00:00:00","r","4732"
"2018-06-01 00:00:00","c","1843"
"2018-06-01 00:00:00","c#","8829"
"2018-06-01 00:00:00","assembly","208"
"2018-06-01 00:00:00","c++","4115"
"2018-06-01 00:00:00","java","11837"
"2018-06-01 00:00:00","delphi","186"
"2018-06-01 00:00:00","perl","253"
"2018-06-01 00:00:00","javascript","17218"
"2018-06-01 00:00:00","r","4502"
"2018-06-01 00:00:00","go","677"
"2018-06-01 00:00:00","php","8495"
"2018-06-01 00:00:00","python","16843"
"2018-06-01 00:00:00","ruby","994"
"2018-06-01 00:00:00","swift","3159"
"2018-07-01 00:00:00","delphi","206"
"2018-07-01 00:00:00","java","11803"
"2018-07-01 00:00:00","assembly","182"
"2018-07-01 00:00:00","c#","9451"
"2018-07-01 00:00:00","go","696"
"2018-07-01 00:00:00","c","1610"
"2018-07-01 00:00:00","perl","261"
"2018-07-01 00:00:00","python","17962"
"2018-07-01 00:00:00","r","4408"
"2018-07-01 00:00:00","javascript","17847"
"2018-07-01 00:00:00","php","8617"
"2018-07-01 00:00:00","c++","3927"
"2018-07-01 00:00:00","ruby","943"
"2018-07-01 00:00:00","swift","3682"
"2018-08-01 00:00:00","assembly","181"
"2018-08-01 00:00:00","c#","9564"
"2018-08-01 00:00:00","python","17859"
"2018-08-01 00:00:00","c","1699"
"2018-08-01 00:00:00","java","11401"
"2018-08-01 00:00:00","delphi","206"
"2018-08-01 00:00:00","c++","3945"
"2018-08-01 00:00:00","go","710"
"2018-08-01 00:00:00","perl","239"
"2018-08-01 00:00:00","javascript","17960"
"2018-08-01 00:00:00","ruby","882"
"2018-08-01 00:00:00","php","8586"
"2018-08-01 00:00:00","r","4135"
"2018-08-01 00:00:00","swift","3596"
"2018-09-01 00:00:00","c#","8436"
"2018-09-01 00:00:00","c++","3780"
"2018-09-01 00:00:00","python","16140"
"2018-09-01 00:00:00","c","1861"
"2018-09-01 00:00:00","assembly","263"
"2018-09-01 00:00:00","javascript","16080"
"2018-09-01 00:00:00","delphi","182"
"2018-09-01 00:00:00","go","679"
"2018-09-01 00:00:00","perl","218"
"2018-09-01 00:00:00","php","7774"
"2018-09-01 00:00:00","java","10868"
"2018-09-01 00:00:00","ruby","782"
"2018-09-01 00:00:00","r","3800"
"2018-09-01 00:00:00","swift","3154"
"2018-10-01 00:00:00","delphi","226"
"2018-10-01 00:00:00","java","12653"
"2018-10-01 00:00:00","php","8310"
"2018-10-01 00:00:00","r","4390"
"2018-10-01 00:00:00","c#","9413"
"2018-10-01 00:00:00","c","2489"
"2018-10-01 00:00:00","c++","4359"
"2018-10-01 00:00:00","assembly","328"
"2018-10-01 00:00:00","go","798"
"2018-10-01 00:00:00","javascript","17543"
"2018-10-01 00:00:00","ruby","905"
"2018-10-01 00:00:00","perl","299"
"2018-10-01 00:00:00","swift","3300"
"2018-10-01 00:00:00","python","18318"
"2018-11-01 00:00:00","javascript","16314"
"2018-11-01 00:00:00","go","721"
"2018-11-01 00:00:00","python","18197"
"2018-11-01 00:00:00","c","2568"
"2018-11-01 00:00:00","c#","8567"
"2018-11-01 00:00:00","assembly","312"
"2018-11-01 00:00:00","java","11871"
"2018-11-01 00:00:00","c++","4408"
"2018-11-01 00:00:00","perl","244"
"2018-11-01 00:00:00","ruby","835"
"2018-11-01 00:00:00","delphi","181"
"2018-11-01 00:00:00","swift","3001"
"2018-11-01 00:00:00","r","4274"
"2018-11-01 00:00:00","php","7227"
"2018-12-01 00:00:00","javascript","14412"
"2018-12-01 00:00:00","java","10602"
"2018-12-01 00:00:00","c#","7636"
"2018-12-01 00:00:00","c","2244"
"2018-12-01 00:00:00","php","6352"
"2018-12-01 00:00:00","python","15904"
"2018-12-01 00:00:00","c++","3615"
"2018-12-01 00:00:00","assembly","236"
"2018-12-01 00:00:00","ruby","812"
"2018-12-01 00:00:00","delphi","177"
"2018-12-01 00:00:00","swift","2801"
"2018-12-01 00:00:00","perl","232"
"2018-12-01 00:00:00","go","660"
"2018-12-01 00:00:00","r","3437"
"2019-01-01 00:00:00","delphi","219"
"2019-01-01 00:00:00","java","11182"
"2019-01-01 00:00:00","assembly","228"
"2019-01-01 00:00:00","c#","8866"
"2019-01-01 00:00:00","go","666"
"2019-01-01 00:00:00","c","2326"
"2019-01-01 00:00:00","perl","274"
"2019-01-01 00:00:00","python","17138"
"2019-01-01 00:00:00","r","3985"
"2019-01-01 00:00:00","javascript","16153"
"2019-01-01 00:00:00","php","7319"
"2019-01-01 00:00:00","c++","3949"
"2019-01-01 00:00:00","ruby","919"
"2019-01-01 00:00:00","swift","2934"
"2019-02-01 00:00:00","assembly","231"
"2019-02-01 00:00:00","c#","8454"
"2019-02-01 00:00:00","python","17723"
"2019-02-01 00:00:00","c","2090"
"2019-02-01 00:00:00","java","11146"
"2019-02-01 00:00:00","delphi","193"
"2019-02-01 00:00:00","c++","3793"
"2019-02-01 00:00:00","go","634"
"2019-02-01 00:00:00","perl","263"
"2019-02-01 00:00:00","javascript","15844"
"2019-02-01 00:00:00","ruby","786"
"2019-02-01 00:00:00","php","7453"
"2019-02-01 00:00:00","r","4296"
"2019-02-01 00:00:00","swift","2705"
"2019-03-01 00:00:00","java","12240"
"2019-03-01 00:00:00","c++","4501"
"2019-03-01 00:00:00","delphi","188"
"2019-03-01 00:00:00","assembly","284"
"2019-03-01 00:00:00","javascript","17508"
"2019-03-01 00:00:00","c","2417"
"2019-03-01 00:00:00","c#","9071"
"2019-03-01 00:00:00","php","7938"
"2019-03-01 00:00:00","go","728"
"2019-03-01 00:00:00","perl","243"
"2019-03-01 00:00:00","python","20108"
"2019-03-01 00:00:00","r","4548"
"2019-03-01 00:00:00","ruby","850"
"2019-03-01 00:00:00","swift","2973"
"2019-04-01 00:00:00","delphi","207"
"2019-04-01 00:00:00","javascript","16330"
"2019-04-01 00:00:00","assembly","318"
"2019-04-01 00:00:00","c#","9227"
"2019-04-01 00:00:00","php","7376"
"2019-04-01 00:00:00","c++","4454"
"2019-04-01 00:00:00","c","2468"
"2019-04-01 00:00:00","go","655"
"2019-04-01 00:00:00","java","11331"
"2019-04-01 00:00:00","swift","3118"
"2019-04-01 00:00:00","python","20019"
"2019-04-01 00:00:00","ruby","768"
"2019-04-01 00:00:00","perl","219"
"2019-04-01 00:00:00","r","4648"
"2019-05-01 00:00:00","c#","9142"
"2019-05-01 00:00:00","assembly","252"
"2019-05-01 00:00:00","c","2148"
"2019-05-01 00:00:00","delphi","172"
"2019-05-01 00:00:00","javascript","16286"
"2019-05-01 00:00:00","perl","238"
"2019-05-01 00:00:00","java","11279"
"2019-05-01 00:00:00","go","682"
"2019-05-01 00:00:00","c++","4190"
"2019-05-01 00:00:00","php","7146"
"2019-05-01 00:00:00","r","4352"
"2019-05-01 00:00:00","python","19100"
"2019-05-01 00:00:00","swift","3139"
"2019-05-01 00:00:00","ruby","760"
"2019-06-01 00:00:00","java","9776"
"2019-06-01 00:00:00","javascript","14982"
"2019-06-01 00:00:00","c#","7720"
"2019-06-01 00:00:00","go","536"
"2019-06-01 00:00:00","assembly","205"
"2019-06-01 00:00:00","php","6149"
"2019-06-01 00:00:00","c++","3717"
"2019-06-01 00:00:00","c","1771"
"2019-06-01 00:00:00","python","17479"
"2019-06-01 00:00:00","perl","250"
"2019-06-01 00:00:00","ruby","705"
"2019-06-01 00:00:00","delphi","135"
"2019-06-01 00:00:00","swift","3119"
"2019-06-01 00:00:00","r","4000"
"2019-07-01 00:00:00","delphi","166"
"2019-07-01 00:00:00","assembly","194"
"2019-07-01 00:00:00","c++","4327"
"2019-07-01 00:00:00","c","1788"
"2019-07-01 00:00:00","c#","8566"
"2019-07-01 00:00:00","java","10995"
"2019-07-01 00:00:00","python","20004"
"2019-07-01 00:00:00","perl","249"
"2019-07-01 00:00:00","javascript","16379"
"2019-07-01 00:00:00","r","4258"
"2019-07-01 00:00:00","ruby","761"
"2019-07-01 00:00:00","go","640"
"2019-07-01 00:00:00","swift","3078"
"2019-07-01 00:00:00","php","6824"
"2019-08-01 00:00:00","c#","7799"
"2019-08-01 00:00:00","c","1582"
"2019-08-01 00:00:00","c++","3340"
"2019-08-01 00:00:00","python","18227"
"2019-08-01 00:00:00","delphi","174"
"2019-08-01 00:00:00","go","637"
"2019-08-01 00:00:00","javascript","15391"
"2019-08-01 00:00:00","assembly","174"
"2019-08-01 00:00:00","php","5930"
"2019-08-01 00:00:00","java","9217"
"2019-08-01 00:00:00","ruby","779"
"2019-08-01 00:00:00","perl","204"
"2019-08-01 00:00:00","swift","2572"
"2019-08-01 00:00:00","r","3982"
"2019-09-01 00:00:00","java","9833"
"2019-09-01 00:00:00","c","2047"
"2019-09-01 00:00:00","c#","7947"
"2019-09-01 00:00:00","assembly","227"
"2019-09-01 00:00:00","javascript","15060"
"2019-09-01 00:00:00","c++","3857"
"2019-09-01 00:00:00","delphi","146"
"2019-09-01 00:00:00","php","5713"
"2019-09-01 00:00:00","go","627"
"2019-09-01 00:00:00","perl","211"
"2019-09-01 00:00:00","python","17078"
"2019-09-01 00:00:00","r","3978"
"2019-09-01 00:00:00","ruby","726"
"2019-09-01 00:00:00","swift","2576"
"2019-10-01 00:00:00","c#","8536"
"2019-10-01 00:00:00","assembly","327"
"2019-10-01 00:00:00","c++","4922"
"2019-10-01 00:00:00","python","20715"
"2019-10-01 00:00:00","javascript","16173"
"2019-10-01 00:00:00","go","642"
"2019-10-01 00:00:00","c","2530"
"2019-10-01 00:00:00","delphi","153"
"2019-10-01 00:00:00","java","11395"
"2019-10-01 00:00:00","perl","214"
"2019-10-01 00:00:00","ruby","857"
"2019-10-01 00:00:00","php","6227"
"2019-10-01 00:00:00","swift","3130"
"2019-10-01 00:00:00","r","4418"
"2019-11-01 00:00:00","assembly","298"
"2019-11-01 00:00:00","c","2562"
"2019-11-01 00:00:00","c#","8166"
"2019-11-01 00:00:00","c++","4822"
"2019-11-01 00:00:00","perl","230"
"2019-11-01 00:00:00","java","10498"
"2019-11-01 00:00:00","delphi","173"
"2019-11-01 00:00:00","javascript","15950"
"2019-11-01 00:00:00","php","6267"
"2019-11-01 00:00:00","r","4325"
"2019-11-01 00:00:00","go","614"
"2019-11-01 00:00:00","python","20858"
"2019-11-01 00:00:00","ruby","686"
"2019-11-01 00:00:00","swift","2909"
"2019-12-01 00:00:00","assembly","260"
"2019-12-01 00:00:00","delphi","139"
"2019-12-01 00:00:00","java","10093"
"2019-12-01 00:00:00","c#","7770"
"2019-12-01 00:00:00","go","652"
"2019-12-01 00:00:00","python","19784"
"2019-12-01 00:00:00","c","2250"
"2019-12-01 00:00:00","c++","4488"
"2019-12-01 00:00:00","perl","165"
"2019-12-01 00:00:00","ruby","724"
"2019-12-01 00:00:00","javascript","15763"
"2019-12-01 00:00:00","swift","2898"
"2019-12-01 00:00:00","r","4037"
"2019-12-01 00:00:00","php","5813"
"2020-01-01 00:00:00","assembly","239"
"2020-01-01 00:00:00","c#","8644"
"2020-01-01 00:00:00","c","2171"
"2020-01-01 00:00:00","python","22632"
"2020-01-01 00:00:00","java","11478"
"2020-01-01 00:00:00","delphi","178"
"2020-01-01 00:00:00","perl","173"
"2020-01-01 00:00:00","c++","4503"
"2020-01-01 00:00:00","r","4607"
"2020-01-01 00:00:00","go","685"
"2020-01-01 00:00:00","ruby","816"
"2020-01-01 00:00:00","javascript","18031"
"2020-01-01 00:00:00","swift","3158"
"2020-01-01 00:00:00","php","6668"
"2020-02-01 00:00:00","c#","8657"
"2020-02-01 00:00:00","c","2084"
"2020-02-01 00:00:00","c++","4407"
"2020-02-01 00:00:00","python","22865"
"2020-02-01 00:00:00","delphi","169"
"2020-02-01 00:00:00","go","715"
"2020-02-01 00:00:00","javascript","17898"
"2020-02-01 00:00:00","assembly","281"
"2020-02-01 00:00:00","php","6508"
"2020-02-01 00:00:00","java","11535"
"2020-02-01 00:00:00","ruby","705"
"2020-02-01 00:00:00","perl","197"
"2020-02-01 00:00:00","swift","3093"
"2020-02-01 00:00:00","r","5176"
"2020-03-01 00:00:00","java","13166"
"2020-03-01 00:00:00","go","716"
"2020-03-01 00:00:00","c","2655"
"2020-03-01 00:00:00","delphi","181"
"2020-03-01 00:00:00","c#","8911"
"2020-03-01 00:00:00","python","26562"
"2020-03-01 00:00:00","c++","5084"
"2020-03-01 00:00:00","assembly","315"
"2020-03-01 00:00:00","javascript","20396"
"2020-03-01 00:00:00","perl","214"
"2020-03-01 00:00:00","r","5748"
"2020-03-01 00:00:00","php","6623"
"2020-03-01 00:00:00","swift","3416"
"2020-03-01 00:00:00","ruby","777"
"2020-04-01 00:00:00","java","15275"
"2020-04-01 00:00:00","assembly","404"
"2020-04-01 00:00:00","c++","6788"
"2020-04-01 00:00:00","c#","9997"
"2020-04-01 00:00:00","c","3459"
"2020-04-01 00:00:00","delphi","253"
"2020-04-01 00:00:00","javascript","24529"
"2020-04-01 00:00:00","go","882"
"2020-04-01 00:00:00","perl","239"
"2020-04-01 00:00:00","php","8018"
"2020-04-01 00:00:00","ruby","857"
"2020-04-01 00:00:00","python","32426"
"2020-04-01 00:00:00","swift","3993"
"2020-04-01 00:00:00","r","7016"
"2020-05-01 00:00:00","java","14613"
"2020-05-01 00:00:00","c#","9865"
"2020-05-01 00:00:00","assembly","384"
"2020-05-01 00:00:00","delphi","221"
"2020-05-01 00:00:00","c","3576"
"2020-05-01 00:00:00","javascript","25042"
"2020-05-01 00:00:00","go","825"
"2020-05-01 00:00:00","c++","7017"
"2020-05-01 00:00:00","php","7847"
"2020-05-01 00:00:00","python","34267"
"2020-05-01 00:00:00","perl","228"
"2020-05-01 00:00:00","ruby","772"
"2020-05-01 00:00:00","r","6817"
"2020-05-01 00:00:00","swift","4029"
"2020-06-01 00:00:00","delphi","215"
"2020-06-01 00:00:00","java","12906"
"2020-06-01 00:00:00","c++","6113"
"2020-06-01 00:00:00","c","2738"
"2020-06-01 00:00:00","php","7112"
"2020-06-01 00:00:00","assembly","361"
"2020-06-01 00:00:00","c#","8990"
"2020-06-01 00:00:00","go","757"
"2020-06-01 00:00:00","javascript","23174"
"2020-06-01 00:00:00","perl","202"
"2020-06-01 00:00:00","python","31552"
"2020-06-01 00:00:00","r","6221"
"2020-06-01 00:00:00","ruby","668"
"2020-06-01 00:00:00","swift","3696"
"2020-07-01 00:00:00","delphi","208"
"2020-07-01 00:00:00","java","12393"
"2020-07-01 00:00:00","javascript","23234"
"2020-07-01 00:00:00","c++","5593"
"2020-07-01 00:00:00","c#","8870"
"2020-07-01 00:00:00","assembly","287"
"2020-07-01 00:00:00","c","2244"
"2020-07-01 00:00:00","python","30464"
"2020-07-01 00:00:00","php","6913"
"2020-07-01 00:00:00","r","5601"
"2020-07-01 00:00:00","go","700"
"2020-07-01 00:00:00","ruby","756"
"2020-07-01 00:00:00","perl","178"
"2020-07-01 00:00:00","swift","3467"
"2020-08-01 00:00:00","delphi","188"
"2020-08-01 00:00:00","javascript","20807"
"2020-08-01 00:00:00","perl","194"
"2020-08-01 00:00:00","java","11048"
"2020-08-01 00:00:00","assembly","279"
"2020-08-01 00:00:00","c#","8054"
"2020-08-01 00:00:00","r","5080"
"2020-08-01 00:00:00","c","2031"
"2020-08-01 00:00:00","python","26498"
"2020-08-01 00:00:00","php","5844"
"2020-08-01 00:00:00","c++","5119"
"2020-08-01 00:00:00","go","776"
"2020-08-01 00:00:00","ruby","606"
"2020-08-01 00:00:00","swift","3139"
"2020-09-01 00:00:00","java","10847"
"2020-09-01 00:00:00","delphi","183"
"2020-09-01 00:00:00","c","2302"
"2020-09-01 00:00:00","c#","7355"
"2020-09-01 00:00:00","javascript","19663"
"2020-09-01 00:00:00","assembly","309"
"2020-09-01 00:00:00","c++","4264"
"2020-09-01 00:00:00","go","818"
"2020-09-01 00:00:00","r","5399"
"2020-09-01 00:00:00","perl","173"
"2020-09-01 00:00:00","ruby","577"
"2020-09-01 00:00:00","python","25306"
"2020-09-01 00:00:00","swift","3039"
"2020-09-01 00:00:00","php","5711"
"2020-10-01 00:00:00","c#","7101"
"2020-10-01 00:00:00","c++","4796"
"2020-10-01 00:00:00","python","26776"
"2020-10-01 00:00:00","assembly","392"
"2020-10-01 00:00:00","java","10930"
"2020-10-01 00:00:00","c","2541"
"2020-10-01 00:00:00","go","650"
"2020-10-01 00:00:00","javascript","19359"
"2020-10-01 00:00:00","delphi","196"
"2020-10-01 00:00:00","ruby","552"
"2020-10-01 00:00:00","r","5816"
"2020-10-01 00:00:00","swift","2785"
"2020-10-01 00:00:00","perl","177"
"2020-10-01 00:00:00","php","5536"
"2020-11-01 00:00:00","c","3029"
"2020-11-01 00:00:00","delphi","216"
"2020-11-01 00:00:00","go","657"
"2020-11-01 00:00:00","javascript","19049"
"2020-11-01 00:00:00","java","10996"
"2020-11-01 00:00:00","c#","7315"
"2020-11-01 00:00:00","assembly","453"
"2020-11-01 00:00:00","python","27285"
"2020-11-01 00:00:00","perl","160"
"2020-11-01 00:00:00","c++","5063"
"2020-11-01 00:00:00","php","6060"
"2020-11-01 00:00:00","ruby","598"
"2020-11-01 00:00:00","r","5738"
"2020-11-01 00:00:00","swift","2708"
